batch,gameID,player,travel,duration,imageID,n_tags,exit_time,uniqueID,ind,condition
batch_012219,2,1,17905,149155,4,0,167060,batch_012219 2 1,4,collaboration
batch_012219,2,1,22002,138149,2,0,327211,batch_012219 2 1,4,collaboration
batch_012219,2,1,11004,226401,1,1,564616,batch_012219 2 1,4,collaboration
batch_012219,2,2,11900,42050,4,0,53950,batch_012219 2 2,5,collaboration
batch_012219,2,2,6001,75076,5,0,135027,batch_012219 2 2,5,collaboration
batch_012219,2,2,7002,36039,1,0,178068,batch_012219 2 2,5,collaboration
batch_012219,2,2,8007,32024,6,0,218099,batch_012219 2 2,5,collaboration
batch_012219,2,2,10004,41047,2,2,269150,batch_012219 2 2,5,collaboration
batch_012219,2,2,6001,87131,6,1,362282,batch_012219 2 2,5,collaboration
batch_012219,2,2,17004,17066,4,11,396352,batch_012219 2 2,5,collaboration
batch_012219,2,2,12007,87154,3,6,495513,batch_012219 2 2,5,collaboration
batch_012219,2,3,14903,3011,4,0,17914,batch_012219 2 3,6,collaboration
batch_012219,2,3,6001,121120,3,0,145035,batch_012219 2 3,6,collaboration
batch_012219,2,3,20006,25033,1,0,190074,batch_012219 2 3,6,collaboration
batch_012219,2,3,9001,82084,5,4,281159,batch_012219 2 3,6,collaboration
batch_012219,2,3,11006,11017,1,1,303182,batch_012219 2 3,6,collaboration
batch_012219,2,3,6005,115209,6,3,424396,batch_012219 2 3,6,collaboration
batch_012219,2,3,17005,14032,5,7,455433,batch_012219 2 3,6,collaboration
batch_012219,2,3,8003,116216,4,11,579652,batch_012219 2 3,6,collaboration
batch_012219,3,1,6121,12105,2,0,18226,batch_012219 3 1,7,collaboration
batch_012219,3,1,2002,154681,2,0,174909,batch_012219 3 1,7,collaboration
batch_012219,3,1,9020,16078,3,6,200007,batch_012219 3 1,7,collaboration
batch_012219,3,1,12011,29215,1,3,241233,batch_012219 3 1,7,collaboration
batch_012219,3,1,10019,38237,6,0,289489,batch_012219 3 1,7,collaboration
batch_012219,3,1,1002,19131,6,2,309622,batch_012219 3 1,7,collaboration
batch_012219,3,1,2015,2007,6,2,313644,batch_012219 3 1,7,collaboration
batch_012219,3,1,16005,7119,4,6,336768,batch_012219 3 1,7,collaboration
batch_012219,3,1,24158,7071,5,6,367997,batch_012219 3 1,7,collaboration
batch_012219,3,1,3018,135042,5,6,506057,batch_012219 3 1,7,collaboration
batch_012219,3,2,16130,141712,3,0,157842,batch_012219 3 2,8,collaboration
batch_012219,3,2,8015,27125,6,0,192982,batch_012219 3 2,8,collaboration
batch_012219,3,2,2008,18086,6,0,213076,batch_012219 3 2,8,collaboration
batch_012219,3,2,16007,52352,4,0,281435,batch_012219 3 2,8,collaboration
batch_012219,3,2,22029,31298,3,6,334762,batch_012219 3 2,8,collaboration
batch_012219,3,2,7006,93907,6,2,435675,batch_012219 3 2,8,collaboration
batch_012219,3,3,24127,52322,1,0,76449,batch_012219 3 3,9,collaboration
batch_012219,3,3,6002,134649,5,0,217100,batch_012219 3 3,9,collaboration
batch_012219,3,3,6006,200415,4,0,423521,batch_012219 3 3,9,collaboration
batch_012219,3,3,13017,47337,1,3,483875,batch_012219 3 3,9,collaboration
batch_012219,4,1,16416,88506,4,0,104922,batch_012219 4 1,10,collaboration
batch_012219,4,1,18021,77608,2,0,200551,batch_012219 4 1,10,collaboration
batch_012219,4,1,34067,23486,1,3,258104,batch_012219 4 1,10,collaboration
batch_012219,4,2,6416,77408,1,0,83824,batch_012219 4 2,11,collaboration
batch_012219,4,2,2004,13077,1,2,98905,batch_012219 4 2,11,collaboration
batch_012219,4,2,24011,132137,3,0,255053,batch_012219 4 2,11,collaboration
batch_012219,4,2,8051,39232,2,4,302336,batch_012219 4 2,11,collaboration
batch_012219,4,2,18020,77411,4,5,397767,batch_012219 4 2,11,collaboration
batch_012219,4,2,7004,76243,6,6,481014,batch_012219 4 2,11,collaboration
batch_012219,4,3,14427,110603,6,0,125030,batch_012219 4 3,12,collaboration
batch_012219,4,3,12010,141206,5,0,278246,batch_012219 4 3,12,collaboration
batch_012219,4,3,7010,77411,4,4,362667,batch_012219 4 3,12,collaboration
batch_012219,4,3,10020,69216,6,6,441903,batch_012219 4 3,12,collaboration
batch_012219,4,3,7005,74227,1,3,523135,batch_012219 4 3,12,collaboration
batch_012219,5,1,15060,11088,1,0,26148,batch_012219 5 1,13,collaboration
batch_012219,5,1,6002,102310,2,0,134460,batch_012219 5 1,13,collaboration
batch_012219,5,1,6002,155474,6,0,295936,batch_012219 5 1,13,collaboration
batch_012219,5,1,6001,131278,3,0,433215,batch_012219 5 1,13,collaboration
batch_012219,5,1,6001,72231,5,6,511447,batch_012219 5 1,13,collaboration
batch_012219,5,2,9055,156497,4,0,165552,batch_012219 5 2,14,collaboration
batch_012219,5,2,13010,138409,2,5,316971,batch_012219 5 2,14,collaboration
batch_012219,5,2,28028,199622,5,0,544621,batch_012219 5 2,14,collaboration
batch_012219,5,3,27142,112331,4,0,139473,batch_012219 5 3,15,collaboration
batch_012219,5,3,7007,67209,1,0,213689,batch_012219 5 3,15,collaboration
batch_012219,5,3,16001,18096,3,0,247786,batch_012219 5 3,15,collaboration
batch_012219,5,3,1006,7026,3,0,255818,batch_012219 5 3,15,collaboration
batch_012219,5,3,6002,26088,5,0,287908,batch_012219 5 3,15,collaboration
batch_012219,5,3,18028,109232,6,10,415168,batch_012219 5 3,15,collaboration
batch_012219,6,1,8461,398181,5,0,406642,batch_012219 6 1,16,collaboration
batch_012219,6,2,27479,366141,2,0,393620,batch_012219 6 2,17,collaboration
batch_012219,6,2,13015,133251,3,0,539886,batch_012219 6 2,17,collaboration
batch_012219,6,3,19465,86249,6,0,105714,batch_012219 6 3,18,collaboration
batch_012219,6,3,12001,19057,3,0,136772,batch_012219 6 3,18,collaboration
batch_012219,6,3,2008,11015,3,0,149795,batch_012219 6 3,18,collaboration
batch_012219,6,3,6001,31096,4,0,186892,batch_012219 6 3,18,collaboration
batch_012219,6,3,21000,14095,1,0,221987,batch_012219 6 3,18,collaboration
batch_012219,6,3,7004,10046,6,5,239037,batch_012219 6 3,18,collaboration
batch_012219,6,3,6001,21084,1,0,266122,batch_012219 6 3,18,collaboration
batch_012219,6,3,3006,285804,1,0,554932,batch_012219 6 3,18,collaboration
batch_012219,13,1,9381,310683,5,0,320064,batch_012219 13 1,1,collaboration
batch_012219,13,2,7376,107267,5,0,114643,batch_012219 13 2,2,collaboration
batch_012219,13,2,8005,165366,3,0,288014,batch_012219 13 2,2,collaboration
batch_012219,13,2,12002,84170,1,0,384186,batch_012219 13 2,2,collaboration
batch_012219,13,2,7005,128232,4,0,519423,batch_012219 13 2,2,collaboration
batch_012219,13,3,7376,148344,5,0,155720,batch_012219 13 3,3,collaboration
batch_020819,3,1,5767,131264,4,0,137031,batch_020819 3 1,43,collaboration
batch_020819,3,1,11001,119285,1,0,267317,batch_020819 3 1,43,collaboration
batch_020819,3,1,12002,112456,5,3,391775,batch_020819 3 1,43,collaboration
batch_020819,3,1,7004,97377,2,5,496156,batch_020819 3 1,43,collaboration
batch_020819,3,1,16022,53288,3,6,565466,batch_020819 3 1,43,collaboration
batch_020819,3,2,12784,52119,4,0,64903,batch_020819 3 2,44,collaboration
batch_020819,3,2,24011,128272,3,0,217186,batch_020819 3 2,44,collaboration
batch_020819,3,2,12007,127506,2,0,356699,batch_020819 3 2,44,collaboration
batch_020819,3,2,17006,76281,1,4,449986,batch_020819 3 2,44,collaboration
batch_020819,3,2,13023,63263,6,6,526272,batch_020819 3 2,44,collaboration
batch_020819,3,2,6002,14086,1,6,546360,batch_020819 3 2,44,collaboration
batch_020819,3,3,13773,85176,6,0,98949,batch_020819 3 3,45,collaboration
batch_020819,3,3,11020,44101,6,4,154070,batch_020819 3 3,45,collaboration
batch_020819,3,3,16003,119350,5,0,289423,batch_020819 3 3,45,collaboration
batch_020819,5,1,7857,108241,2,0,116098,batch_020819 5 1,55,collaboration
batch_020819,5,1,26019,99453,6,0,241570,batch_020819 5 1,55,collaboration
batch_020819,5,1,14024,41159,6,3,296753,batch_020819 5 1,55,collaboration
batch_020819,5,1,7004,45163,4,7,348920,batch_020819 5 1,55,collaboration
batch_020819,5,2,50941,116352,1,0,167293,batch_020819 5 2,56,collaboration
batch_020819,5,2,22005,295650,3,0,484948,batch_020819 5 2,56,collaboration
batch_020819,5,3,17857,77194,5,0,95051,batch_020819 5 3,57,collaboration
batch_020819,5,3,7004,186667,4,0,288722,batch_020819 5 3,57,collaboration
batch_020819,5,3,20021,191346,2,2,500089,batch_020819 5 3,57,collaboration
batch_020819,6,1,6232,120406,2,0,126638,batch_020819 6 1,58,collaboration
batch_020819,6,1,7012,117420,4,0,251070,batch_020819 6 1,58,collaboration
batch_020819,6,1,23011,137024,1,0,411105,batch_020819 6 1,58,collaboration
batch_020819,6,1,13035,131611,6,6,555751,batch_020819 6 1,58,collaboration
batch_020819,6,2,17235,271981,3,0,289216,batch_020819 6 2,59,collaboration
batch_020819,6,2,17027,220229,5,2,526472,batch_020819 6 2,59,collaboration
batch_020819,6,3,7235,50139,2,0,57374,batch_020819 6 3,60,collaboration
batch_020819,6,3,17005,144588,6,0,218967,batch_020819 6 3,60,collaboration
batch_020819,6,3,7004,208372,5,0,434343,batch_020819 6 3,60,collaboration
batch_020819,6,3,9510,75581,1,5,519434,batch_020819 6 3,60,collaboration
batch_020819,8,1,27254,103502,3,0,130756,batch_020819 8 1,61,collaboration
batch_020819,8,1,7005,128626,4,0,266387,batch_020819 8 1,61,collaboration
batch_020819,8,1,13017,110869,6,0,390273,batch_020819 8 1,61,collaboration
batch_020819,8,1,17007,127951,1,4,535231,batch_020819 8 1,61,collaboration
batch_020819,8,3,6249,92367,1,0,98616,batch_020819 8 3,63,collaboration
batch_020819,8,3,13014,156766,2,0,268396,batch_020819 8 3,63,collaboration
batch_020819,8,3,20087,138274,6,0,426757,batch_020819 8 3,63,collaboration
batch_020819,8,3,9038,143666,3,4,579461,batch_020819 8 3,63,collaboration
batch_020819,9,1,19863,134541,5,0,154404,batch_020819 9 1,64,collaboration
batch_020819,9,1,6009,38583,1,0,198996,batch_020819 9 1,64,collaboration
batch_020819,9,1,11004,9682,4,0,219682,batch_020819 9 1,64,collaboration
batch_020819,9,1,6007,21138,5,6,246827,batch_020819 9 1,64,collaboration
batch_020819,9,1,6004,41377,4,0,294208,batch_020819 9 1,64,collaboration
batch_020819,9,1,17009,71817,2,1,383034,batch_020819 9 1,64,collaboration
batch_020819,9,1,27006,166918,1,1,576958,batch_020819 9 1,64,collaboration
batch_020819,9,2,32805,142907,3,0,175712,batch_020819 9 2,65,collaboration
batch_020819,9,2,14257,1964,4,0,191933,batch_020819 9 2,65,collaboration
batch_020819,9,2,16005,149712,2,0,357650,batch_020819 9 2,65,collaboration
batch_020819,9,2,23012,59666,5,10,440328,batch_020819 9 2,65,collaboration
batch_020819,9,2,8012,139673,1,2,588013,batch_020819 9 2,65,collaboration
batch_020819,9,3,19779,15097,4,0,34876,batch_020819 9 3,66,collaboration
batch_020819,9,3,21036,184879,6,0,240791,batch_020819 9 3,66,collaboration
batch_020819,9,3,12013,8127,4,0,260931,batch_020819 9 3,66,collaboration
batch_020819,9,3,8013,153312,5,7,422256,batch_020819 9 3,66,collaboration
batch_020819,10,2,9264,52246,1,0,61510,batch_020819 10 2,20,collaboration
batch_020819,10,2,12006,129715,2,0,203231,batch_020819 10 2,20,collaboration
batch_020819,10,2,12026,119146,5,0,334403,batch_020819 10 2,20,collaboration
batch_020819,10,2,9038,97456,3,1,440897,batch_020819 10 2,20,collaboration
batch_020819,10,2,26003,131792,1,3,598692,batch_020819 10 2,20,collaboration
batch_020819,10,3,9264,25121,1,0,34385,batch_020819 10 3,21,collaboration
batch_020819,10,3,6004,100918,6,0,141307,batch_020819 10 3,21,collaboration
batch_020819,10,3,12016,128550,4,0,281873,batch_020819 10 3,21,collaboration
batch_020819,10,3,11003,119932,3,0,412808,batch_020819 10 3,21,collaboration
batch_020819,10,3,24028,125652,2,5,562488,batch_020819 10 3,21,collaboration
batch_020819,11,1,11499,148808,6,0,160307,batch_020819 11 1,22,collaboration
batch_020819,11,1,12006,88707,2,0,261020,batch_020819 11 1,22,collaboration
batch_020819,11,1,11003,168148,5,0,440171,batch_020819 11 1,22,collaboration
batch_020819,11,1,21022,133721,1,4,594914,batch_020819 11 1,22,collaboration
batch_020819,11,2,7503,134662,3,0,142165,batch_020819 11 2,23,collaboration
batch_020819,11,2,12022,34356,1,3,188543,batch_020819 11 2,23,collaboration
batch_020819,11,2,7009,63461,2,0,259013,batch_020819 11 2,23,collaboration
batch_020819,11,2,13010,77744,5,0,349767,batch_020819 11 2,23,collaboration
batch_020819,11,2,2012,95416,5,9,447195,batch_020819 11 2,23,collaboration
batch_020819,11,3,18507,192162,1,0,210669,batch_020819 11 3,24,collaboration
batch_020819,11,3,15024,159212,4,0,384905,batch_020819 11 3,24,collaboration
batch_020819,11,3,82336,117631,1,4,584872,batch_020819 11 3,24,collaboration
batch_020819,12,1,12494,155837,2,0,168331,batch_020819 12 1,25,collaboration
batch_020819,12,1,18016,23437,3,0,209784,batch_020819 12 1,25,collaboration
batch_020819,12,1,6013,232155,4,0,447952,batch_020819 12 1,25,collaboration
batch_020819,12,2,10564,80148,6,0,90712,batch_020819 12 2,26,collaboration
batch_020819,12,2,12006,62602,1,0,165320,batch_020819 12 2,26,collaboration
batch_020819,12,2,12006,124948,3,0,302274,batch_020819 12 2,26,collaboration
batch_020819,12,3,34744,182088,2,0,216832,batch_020819 12 3,27,collaboration
batch_020819,14,1,6948,7067,4,0,14015,batch_020819 14 1,28,collaboration
batch_020819,14,2,13958,3081,1,0,17039,batch_020819 14 2,29,collaboration
batch_020819,14,2,7031,42315,1,0,66385,batch_020819 14 2,29,collaboration
batch_020819,14,2,14015,130942,5,0,211342,batch_020819 14 2,29,collaboration
batch_020819,14,2,7006,110585,3,0,328933,batch_020819 14 2,29,collaboration
batch_020819,14,2,6005,103553,2,0,438491,batch_020819 14 2,29,collaboration
batch_020819,14,3,7952,10091,4,0,18043,batch_020819 14 3,30,collaboration
batch_020819,14,3,7007,5087,1,0,30137,batch_020819 14 3,30,collaboration
batch_020819,14,3,1007,2091,1,0,33235,batch_020819 14 3,30,collaboration
batch_020819,14,3,6006,14101,6,0,53342,batch_020819 14 3,30,collaboration
batch_020819,14,3,6003,7040,5,0,66385,batch_020819 14 3,30,collaboration
batch_020819,14,3,17008,17470,4,0,100863,batch_020819 14 3,30,collaboration
batch_020819,14,3,9037,184847,1,1,294747,batch_020819 14 3,30,collaboration
batch_020819,14,3,13074,25126,6,13,332947,batch_020819 14 3,30,collaboration
batch_020819,14,3,12007,9097,4,0,354051,batch_020819 14 3,30,collaboration
batch_020819,14,3,18011,214744,5,7,586806,batch_020819 14 3,30,collaboration
batch_020819,15,1,11216,335048,1,0,346264,batch_020819 15 1,31,collaboration
batch_020819,15,2,7222,165176,6,0,172398,batch_020819 15 2,32,collaboration
batch_020819,15,2,15018,213109,4,0,400525,batch_020819 15 2,32,collaboration
batch_020819,15,2,14039,140287,5,0,554851,batch_020819 15 2,32,collaboration
batch_020819,16,1,38002,14124,6,1,52126,batch_020819 16 1,34,collaboration
batch_020819,16,2,6910,117546,6,0,124456,batch_020819 16 2,35,collaboration
batch_020819,16,2,11004,163820,4,0,299280,batch_020819 16 2,35,collaboration
batch_020819,16,2,7007,130110,5,2,436397,batch_020819 16 2,35,collaboration
batch_020819,16,2,12009,109435,1,1,557841,batch_020819 16 2,35,collaboration
batch_020819,16,3,26876,77475,3,0,104351,batch_020819 16 3,36,collaboration
batch_020819,16,3,7006,35184,1,0,146541,batch_020819 16 3,36,collaboration
batch_020819,16,3,11002,99560,5,0,257103,batch_020819 16 3,36,collaboration
batch_020819,16,3,12007,135864,2,0,404974,batch_020819 16 3,36,collaboration
batch_020819,16,3,17006,40695,3,4,462675,batch_020819 16 3,36,collaboration
batch_020819,16,3,15052,41831,4,10,519558,batch_020819 16 3,36,collaboration
batch_020819,26,1,11117,76147,1,0,87264,batch_020819 26 1,37,collaboration
batch_020819,26,1,12002,132278,3,0,231544,batch_020819 26 1,37,collaboration
batch_020819,26,1,7006,179453,5,0,418003,batch_020819 26 1,37,collaboration
batch_020819,26,3,10116,95170,1,0,105286,batch_020819 26 3,39,collaboration
batch_020819,26,3,26008,237607,4,0,368901,batch_020819 26 3,39,collaboration
batch_020819,29,1,22276,109341,2,0,131617,batch_020819 29 1,40,collaboration
batch_020819,29,2,30290,3031,2,0,33321,batch_020819 29 2,41,collaboration
batch_020819,29,3,8269,437046,3,0,445315,batch_020819 29 3,42,collaboration
batch_020819,30,1,32770,51152,3,0,83922,batch_020819 30 1,46,collaboration
batch_020819,30,1,3004,19039,3,5,105965,batch_020819 30 1,46,collaboration
batch_020819,30,1,13006,60138,5,0,179109,batch_020819 30 1,46,collaboration
batch_020819,30,1,11011,16051,1,3,206171,batch_020819 30 1,46,collaboration
batch_020819,30,1,9016,15036,1,5,230223,batch_020819 30 1,46,collaboration
batch_020819,30,1,52135,33078,1,5,315436,batch_020819 30 1,46,collaboration
batch_020819,30,1,53169,7020,1,7,375625,batch_020819 30 1,46,collaboration
batch_020819,30,1,22005,48201,4,5,445831,batch_020819 30 1,46,collaboration
batch_020819,30,1,37033,40129,1,7,522993,batch_020819 30 1,46,collaboration
batch_020819,30,1,9023,1003,1,8,533019,batch_020819 30 1,46,collaboration
batch_020819,30,1,11019,1002,1,8,545040,batch_020819 30 1,46,collaboration
batch_020819,30,2,33738,105288,1,0,139026,batch_020819 30 2,47,collaboration
batch_020819,30,2,12004,60150,6,0,211180,batch_020819 30 2,47,collaboration
batch_020819,30,2,20010,71214,2,0,302404,batch_020819 30 2,47,collaboration
batch_020819,30,2,9009,130411,4,0,441824,batch_020819 30 2,47,collaboration
batch_020819,30,2,15009,57141,6,2,513974,batch_020819 30 2,47,collaboration
batch_020819,30,3,30768,63179,3,0,93947,batch_020819 30 3,48,collaboration
batch_020819,30,3,2003,103205,3,6,199155,batch_020819 30 3,48,collaboration
batch_020819,30,3,15000,266757,1,5,480912,batch_020819 30 3,48,collaboration
batch_020819,39,1,20003,170467,4,0,190470,batch_020819 39 1,49,collaboration
batch_020819,39,1,12002,208464,6,0,410936,batch_020819 39 1,49,collaboration
batch_020819,39,3,7987,129401,3,0,137388,batch_020819 39 3,51,collaboration
batch_020819,39,3,12004,130342,5,0,279734,batch_020819 39 3,51,collaboration
batch_020819,40,2,9744,99277,3,0,109021,batch_020819 40 2,53,collaboration
batch_020819,40,2,7002,74127,2,0,190150,batch_020819 40 2,53,collaboration
batch_020819,40,2,7002,220361,4,0,417513,batch_020819 40 2,53,collaboration
batch_020819,40,2,14009,145244,6,0,576766,batch_020819 40 2,53,collaboration
batch_020819,40,3,35744,20065,1,0,55809,batch_020819 40 3,54,collaboration
batch_020819,40,3,3011,82261,1,0,141081,batch_020819 40 3,54,collaboration
batch_020819,40,3,5007,193273,1,6,339361,batch_020819 40 3,54,collaboration
batch_020819,40,3,3003,75149,1,10,417513,batch_020819 40 3,54,collaboration
batch_041119,1,1,14934,40053,1,0,54987,batch_041119 1 1,67,collaboration
batch_041119,1,1,7002,101091,4,0,163080,batch_041119 1 1,67,collaboration
batch_041119,1,1,15007,111125,2,0,289212,batch_041119 1 1,67,collaboration
batch_041119,1,1,17007,16029,6,10,322248,batch_041119 1 1,67,collaboration
batch_041119,1,1,9006,88113,3,3,419367,batch_041119 1 1,67,collaboration
batch_041119,1,1,6001,43053,2,4,468421,batch_041119 1 1,67,collaboration
batch_041119,1,1,9004,46060,1,5,523485,batch_041119 1 1,67,collaboration
batch_041119,1,2,19939,29040,1,0,48979,batch_041119 1 2,68,collaboration
batch_041119,1,2,12003,77076,3,0,138058,batch_041119 1 2,68,collaboration
batch_041119,1,2,7002,167178,6,0,312238,batch_041119 1 2,68,collaboration
batch_041119,1,2,10006,112144,5,7,434388,batch_041119 1 2,68,collaboration
batch_041119,1,2,23004,22043,1,5,479435,batch_041119 1 2,68,collaboration
batch_041119,1,3,49950,126148,5,0,176098,batch_041119 1 3,69,collaboration
batch_041119,1,3,27003,119147,4,5,322248,batch_041119 1 3,69,collaboration
batch_041119,1,3,8005,89114,1,1,419367,batch_041119 1 3,69,collaboration
batch_061619,101,1,8387,75079,4,0,83466,batch_061619 101 1,70,collaboration
batch_061619,101,1,8003,31065,1,4,122534,batch_061619 101 1,70,collaboration
batch_061619,101,1,6002,28068,2,1,156604,batch_061619 101 1,70,collaboration
batch_061619,101,1,7004,114290,5,0,277898,batch_061619 101 1,70,collaboration
batch_061619,101,1,7010,107408,3,4,392316,batch_061619 101 1,70,collaboration
batch_061619,101,1,6003,72219,6,6,470538,batch_061619 101 1,70,collaboration
batch_061619,101,2,19392,127191,1,0,146583,batch_061619 101 2,71,collaboration
batch_061619,101,2,16013,99256,5,0,261852,batch_061619 101 2,71,collaboration
batch_061619,101,2,8007,189649,3,4,459508,batch_061619 101 2,71,collaboration
batch_061619,101,3,6386,42049,4,0,48435,batch_061619 101 3,72,collaboration
batch_061619,101,3,10004,41048,1,0,99487,batch_061619 101 3,72,collaboration
batch_061619,101,3,7004,64147,2,0,170638,batch_061619 101 3,72,collaboration
batch_061619,101,3,13006,41105,3,0,224749,batch_061619 101 3,72,collaboration
batch_061619,101,3,7005,75274,6,0,307028,batch_061619 101 3,72,collaboration
batch_061619,101,3,5013,6018,6,6,318059,batch_061619 101 3,72,collaboration
batch_061619,101,3,101289,147505,2,6,566853,batch_061619 101 3,72,collaboration
batch_061619,102,1,21025,134295,6,0,155320,batch_061619 102 1,73,collaboration
